,TITLE,TIME,DESCRIPTION,CONTENT,year,month,day,hour,status,10,12,2018,2019,7nm,8150,855,ces,computex,facebook,finfet,mashdigi,mwc,qualcomm,sm8150,snapdragon,一款,三星,不過,今年,今年底,仍無法,仍維持,以現,作為,使用,傳聞,先前,全新,公布,分享,刊登,則是,包含,原文,可能,台積電,合作,同時將,名為,名稱,型號,多常,媒體,宣布,將以,將與,就是,常時,年底,廠商,應用,應該,或是,所指,所能,手機,打造,技術,指稱,授權,採用,接下,推出,提交,揭曉,文件,新款,新聞,明年,是否,更多,更多常時,最快,期間,機處,正式,消息,版本,理器,甚至,產品,目前,知曉細節,確定,確認,筆電,筆電產品,等到,維持,網獲,聯合,聯盟,至於,藍牙,規範,認證,資訊,轉載,連接,連網,階段,預期,預計,首波
50,新iPhone催買氣 發動價格戰,2019-09-11,"蘋果於台北時間昨（11）日秋季新品發表會正式推出三款iPhone 11系列新機，入門款售價新台幣2.49萬元起，比前一代入門款機種便宜約2,000元，是歷來首次iPhone新機售價低於前一代機種。業界認為，這是蘋果首度發動iPhone新機「價格戰」，藉此提振買氣。","蘋果於台北時間昨（11）日秋季新品發表會正式推出三款iPhone 11系列新機，入門款售價新台幣2.49萬元起，比前一代入門款機種便宜約2,000元，是歷來首次iPhone新機售價低於前一代機種。業界認為，這是蘋果首度發動iPhone新機「價格戰」，藉此提振買氣。蘋果新iPhone發表概況 圖／經濟日報提供 分享   facebook      
蘋果昨天發表iPhone 11、iPhone 11 Pro、iPhone 11 Pro Max等三款新機，9月20日全球首波開賣。新機包括三鏡頭、最新A13晶片等新硬體配置都如市場預期，但未如外傳搭配Apple Pencil、支援雙向無線充電等功能，被市場認為頗為了無新意，僅64G iPhone 11入門新機售價較前一代入門款低，成為亮點。 
入門款新機售價壓低，激勵蘋果股價11日由黑翻紅，終場漲約1%，12日早盤再漲約1.5%。台灣指標蘋概股以先前跌深的大立光、玉晶光昨天漲逾3%最亮眼；鴻海、台積電表現相對淡定，漲幅都不到1%。 
儘管蘋果希望透過降低入門款新機售價刺激買氣，但供應鏈消息傳出，新iPhone規格並不誘人，加上並未支援5G，甚至只是前一代機種的硬體升級版，使得主要代工廠看淡下半年新機出貨，估整體下半年新機出貨恐年減一成，是iPhone問世12年以來頭一遭。 
遭到市場點名的供應商一向不評論單一客戶訊息。據了解，新款iPhone當中，OLED版5.8吋與6.5吋機種主要由鴻海，和碩為第二代工廠；6.1吋LCD版新機則由和碩為主要代工廠，鴻海為輔。隨著下半年出貨量下滑，加上未來美國對陸製輸美產品加稅干擾，將對終端製造形成衝擊。 
蘋果此次推出三款新機當中，iPhone 11採用6.1吋LCD螢幕，共有白色、黃色、綠色、黑色、紅色以及紫色六款顏色可選擇，售價699美元起。另外兩款三鏡頭的高階手機包括5.8吋的iPhone 11 Pro，售價999美元（約新台幣3.1萬元）起，及6.5吋的iPhone 11 Pro Max，售價為1,099美元（約新台幣3.4萬元）起。 
蘋果昨天並推出新一代10.2吋螢幕的iPad，首度可搭配鍵盤使用，以及新款智慧手表Apple Watch series 5等硬體，同時也在發表會重新介紹一次將正式上線的 Apple Arcade 遊戲訂閱服務。",2019,9,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
51,蘋概股回神 台股漲36.77點,2019-09-11,"加權指數今（11）日持續守穩5日均線之上，盤中一度來到10,815點，然而買盤追價動能未能延續，指數漲幅收斂，回落平盤，盤面個股各自表現，呈現輪動態勢，市場後市聚焦美、歐央行利率決策。台股大盤終場收在10,790.35點，漲36.77點，成交量1,191.95億元。","台股大盤終場收在10,790.35點，漲36.77點，成交量1,191.95億元。圖／聯合報系資料照片 分享   facebook      
加權指數今（11）日持續守穩5日均線之上，盤中一度來到10,815點，然而買盤追價動能未能延續，指數漲幅收斂，回落平盤，盤面個股各自表現，呈現輪動態勢，市場後市聚焦美、歐央行利率決策。台股大盤終場收在10,790.35點，漲36.77點，成交量1,191.95億元。 
在等待歐洲央行和美國聯準會的利率決策之下，美股表現持平；觀察今日亞股表現，則多呈平盤上震盪格局，緩步增溫。 
蘋果新品發表後，蘋概三王表現為市場矚目。受惠新iPhone推出，晶片出貨動能佳，台積電（2330）8月營收1061.18億元，月增25.2%，年增16.5%，法人看好手機客戶進入出貨高峰，及5G加速投片，營運第四季旺季更旺，股價並持穩於5日均線附近；大立光8月營收月增18.3%，年增17.6%，創下歷史新高，股價在昨大跌後今回溫；鴻海8月營收月增0.2%，年增0.5%，也創同期新高，股價持續挑戰上檔均線壓力。 
其他台灣50成分股部分，金融股富邦金、國泰金於平盤下震盪，可成、友達、和泰車、上海商銀、研華、和碩等有買盤進駐，表現相對強勢，貢獻撐盤力道。 
躍上盤面，表現較為出眾的族群有銅箔基板、IC設計、砷化鎵、汽車零組件、光電、航運等；除此之外，亞德克-KY、復盛應用、鈊象、世紀鋼等個股表現也為市場焦點。 
法人分析， 觀察台股此波自8/27以來的漲勢，其間高低差距近500點，除了9/3以黑K拉回外，其餘交易日皆維持上漲態勢，數依然力守短期均線，短多表現極為強勢，仍有持續向上意圖。",2019,9,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
52,全民權證／大立光 二檔聚焦,2019-09-10,蘋果今年度iPhone新機公布前，台股股王大立光（3008）公布8月合併營收64.76億元，月增18.3%、年增17.7%，創下歷史新高，優於市場預期；8月營收成長主要受惠蘋果及Android陣營智能手機廠新產品上市的高階手機鏡頭ODM新訂單挹注。,"蘋果今年度iPhone新機公布前，台股股王大立光（3008）公布8月合併營收64.76億元，月增18.3%、年增17.7%，創下歷史新高，優於市場預期；8月營收成長主要受惠蘋果及Android陣營智能手機廠新產品上市的高階手機鏡頭ODM新訂單挹注。 
大立光前八月營收358.38億元，年成長12%，公司表示目前鏡頭產能滿載，公司預期9月營收將持續受惠國際智能手機廠商，維持在8月水準以上。 
考量美國對大陸生產的手機進口關稅將遞延到12月再加徵，預期部分智能手機廠客戶的高階鏡頭ODM新訂單也將會持續到第4季中，帶動業績表現。 
看好後市，可布局價內外15%以內、可操作天期在三個月以上的商品。（華南永昌證券提供） 
經濟日報提供 分享   facebook",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
53,電子熄火 台股退守5日線,2019-09-10,"美股昨日漲跌互見，亞股今日也各自表現，其中台股以小跌開出後，指數一度翻紅回守10,800點，惟多頭追價動能不足，加上電子族群明顯轉弱，由台股三王領跌，儘管金融、傳產族群表現較為強勢但仍難撐盤，使得指數再度翻黑，盤中並一度跌破五日均線。","電子股今日有資金流出現象，台股表現轉弱。 圖／聯合報系資料照片 分享   facebook     美股昨日漲跌互見，亞股今日也各自表現，其中台股以小跌開出後，指數一度翻紅回守10,800點，惟多頭追價動能不足，加上電子族群明顯轉弱，由台股三王領跌，儘管金融、傳產族群表現較為強勢但仍難撐盤，使得指數再度翻黑，盤中並一度跌破五日均線。台股收盤為10,753.5點，跌幅0.4%，成交量1,179.8億元。 
昨日美股表現平淡，由於市場關注本周ECB及下周FOMC利率會議。不過受惠避險情緒降溫，10年期美債殖利率回升至1.6%，激勵金融股表現強勢，加上能源股大漲，帶動道瓊指數連四日收紅，惟四大指數收盤仍漲跌互見。而觀察亞洲主要股市今日多各自表現，其中日、韓股開高持穩，陸股開高翻黑，港股震盪走高，台股則開低震盪走低。 
而從台股三大類股今日表現觀察，電子股今日有資金流出現象，整體表現明顯轉弱，金融股則延續走強，傳產股也略有表現。以台灣50成分股來看，蘋概三王台積電、鴻海盤中走跌逾1%，大立光盤中走跌逾5.3%，領跌電子族群，包括聯發科、研華、光寶科、國巨盤中皆有逾1.2%~2.1%不等的跌勢，友達則受惠祭出庫藏股，盤中走揚逾4.5%。 
而金融族群包括玉山金強漲近2%，中信金、兆豐金也有逾1.2%的漲幅，富邦金、國泰金漲幅近1%，華南金、元大金、合庫金、彰銀皆呈現上漲格局；傳產族群部分，以豐泰走揚近3.3%表現最為強勢，其餘如台化、南亞、中鋼、正新皆呈現小漲格局。 
台新投顧副總黃文清指出，今日中小型股、及先前漲多個股出現排擠效應，有獲利了結賣壓，強勢族群多集中在金融和傳產，後續類股輪動過程中不要再失控，資金若能再度回流到電子族群，大盤才有機會持續走強。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
54,新iPhone拉貨動能強 玉晶光8月營收大增43%,2019-09-10,蘋果光學鏡頭供應商玉晶光昨（9）日公告8月營收18.38億元，創新高，月增43.2%，更較去年同期大增1.2倍，反映蘋果新iPhone拉貨動能強勁，是目前已公告8月營收的蘋概股當中，月增率表現相對出色的業者。法人看好，玉晶光9月營收有望續增，全年毛利率、獲利表現可期。,"反映蘋果新iPhone拉貨動能強勁，是目前已公告8月營收的蘋概股當中，月增率表現相對出色的業者。法人看好，玉晶光9月營收有望續增，全年毛利率、獲利表現可期。歐新社 分享   facebook      
蘋果光學鏡頭供應商玉晶光昨（9）日公告8月營收18.38億元，創新高，月增43.2%，更較去年同期大增1.2倍，反映蘋果新iPhone拉貨動能強勁，是目前已公告8月營收的蘋概股當中，月增率表現相對出色的業者。法人看好，玉晶光9月營收有望續增，全年毛利率、獲利表現可期。 
經濟日報提供 分享   facebook     大立光、玉晶光都是iPhone鏡頭供應商，以大立光供貨量最大，玉晶光居次。不同的是，大立光客源涵蓋蘋果、華為、三星等多家指標手機廠，玉晶光營收則集中於蘋果，「蘋果光」純度更高。 
大立光、玉晶光8月營收同創新高，但玉晶光月增率遠優於大立光的19%，隱約透露蘋果新機訂單量的變化，以及對玉晶光的仰賴度提高。對於8月營收大增，玉晶光並未揭露單一客戶狀況，僅表示，因客戶需求增加，致使營收大幅成長。 
業界傳出，今年9月新iPhone推出的三款新機種全面升級，主鏡頭規格增加為三鏡頭、三鏡頭及雙鏡頭，鏡頭數增加，玉晶光「前後（鏡頭）通吃」，且今年新增相機閃光燈保護蓋訂單，挹注營運大幅走升。 
玉晶光累計前八月合併營收63.28億元，年增26.5%。玉晶光董事長陳天慶先前曾透露，公司產能幾乎已達滿載，往年第3、4季是傳統旺季，「今年機會確實多很多」，而且鏡頭通過認證機種數也比去年多，預期下半年營運將優於上半年。 
玉晶光積極衝刺業績，先前公告擬斥資18.82億元添購機器設備，資本支出年增73%，為近六年新高，藉此汰舊換新及新增模具、設備，全力提升良率表現，提升接單能力。玉晶光昨天股價漲4元、收453元。 
法人認為，以目前玉晶光實際營運來看，業績表現符合預期，隨著新iPhone首波上市備貨，9月營收可望再上一層樓。隨著玉晶光營收規模與日俱增，加上良率提升，對於整體毛利率與獲利將有顯著貢獻。 
此外，玉晶光日前也宣布順利處分位於中科園區內未供營業使用的投資性不動產，總交易金額為6.68億元，估計稅前處分利益2.95億元，預料將在本季認列，同時該公司董事會也決議辦理現增，預計發行1,000萬股，其中購置機器設備等所需資金估約23億元，藉此擴增產能，提高市場競爭力。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
55,上市櫃8月營收 蘋概股成績亮眼,2019-09-10,上市櫃公司8月營收出爐，市場高度關注蘋概股表現，包括晶圓代工、鏡頭、組裝及相關零組件等族群的蘋果指標協力廠，單月營收普遍呈現月、年「雙增」，蘋概三王台積電、大立光、鴻海也都繳出亮麗佳績。,"上市櫃公司8月營收出爐，市場高度關注蘋概股表現，包括晶圓代工、鏡頭、組裝及相關零組件等族群的蘋果指標協力廠，單月營收普遍呈現月、年「雙增」，蘋概三王台積電、大立光、鴻海也都繳出亮麗佳績。 
受惠蘋果新iPhone推出，晶片出貨動能轉佳，帶動晶圓代工龍頭台積電8月合併營收衝上歷史新高1,061.18 億元，月增25.2%，年增16.5%。法人看好，隨著客戶進入出貨旺季及5G晶片加速投片，台積電第4季旺季更旺。 
今年智慧手機搭載多鏡頭趨勢明確，光學鏡頭廠受惠大。玉晶光8月營收18.38億元，創新高，月增43.2%，年增123.3%；大立光8月營收64.76億元，月增18.3%，年成長17.6%，同寫歷史新猷。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
56,iPhone發表前 光學雙雄領跌、蘋概股虛累累,2019-09-10,蘋果新產品發表會將登場，預計在9月11日的凌晨就會正式亮相，在發表會前夕，蘋果股價雖然創1個月新高，但蘋概股今（10）...,"蘋果新產品發表會將登場，預計9月11日凌晨就會正式亮相，在發表會前夕，蘋果股價雖然創1個月新高，但蘋概股卻走弱，尤以光學雙雄大立光、玉晶光領跌，盤中跌幅逾5%。圖擷自bgr.com/ 分享   facebook      
蘋果新產品發表會將登場，預計在9月11日的凌晨就會正式亮相，在發表會前夕，蘋果股價雖然創1個月新高，但蘋概股今（10）日卻是走弱，尤其以光學雙雄大立光（3008）、玉晶光領跌，盤中跌幅逾5%，另外，台積電、鴻海也齊挫，蘋果新機發表前，市場觀望。 
股王大立光及玉晶光8月營收表現亮眼，雙雙創下新高，在蘋果iPhone新機拉貨下，法人看好9月營收表現，但是美系外資卻是調降大立光評等及目標價，衝擊股價的表現，大立光今日以3,935元開低走低，一度下探至3,775元，一口氣失守5日線、月線及季線，盤中跌幅5.01%。 
玉晶光8月營收18.38億元，月增43.2%，年增1.2倍，主受惠蘋果新iPhone拉貨，月增率表現出色，法人看好，玉晶光9月營收可望持續增溫，今日以450元開低後走低，一度下探至426元，盤中跌幅4.74%，失守5日線。 
台積電盤後將公告8月營收，法人看好可望重返千億元水準，外資連續4個交易日買超，但今日股價則是走弱，早盤以263.5元開低後走低，一度下滑至261元，跌破5日線，盤中跌幅1.32%；外資連續7個交易日買超鴻海，今日股價雖以74.8元小紅開出，但盤中翻黑，股價一度下滑至73.8元，盤中跌幅1.07%。 
蘋果新iPhone將亮相，市場上傳出規格及新機價格，預期將有3款新機，包括iPhone 11 Pro Max、iPhone 11 Pro、iPhone 11；iPhone 11 Pro系列為6.5吋與5.8吋，搭載3鏡頭設計，1,200萬廣角、長焦鏡頭，及120度超廣角鏡頭，支援使用Apple Pencil，共有 128、256、512GB等三種容量；iPhone 11採6.1吋LCD螢幕、1,200萬畫素雙鏡頭，提供64、128、256GB三種容量，並有黑、白、紅、黃、綠、薰衣草紫6色。 
價格部分，外傳iPhone 11 Pro Max售價分別是41,500、45,500、52,900元；iPhone 11 Pro則是35,900、 41,500、 45,500元；。iPhone 11售價為26,900 、 28,900、 32,500元；iPhone 11 Pro Max、iPhone 11 Pro預計9月20日開賣。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
57,蘋果秀新機美股漲 法人：台股短線支撐看季線,2019-09-11,美國蘋果（Apple）今天凌晨發表新機，市場先前唱衰蘋果新機銷售和功能，致10日蘋概股領跌，不過今晨美股開低收小紅。法人...,"台股示意圖。 圖／聯合報系資料照片 分享   facebook     美國蘋果（Apple）今天凌晨發表新機，市場先前唱衰蘋果新機銷售和功能，致10日蘋概股領跌，不過今晨美股開低收小紅。法人表示，5G、蘋概漲多拉回，短線以季線10680點支撐。 
今晨收盤的歐股，由於投資人思考歐洲中央銀行（ECB）12日可能提出振興經濟措施的揣測，包括英、德、法等國股市今天收高0.1%至0.4%。 
今晨收盤的美股受到投資人對貿易談判的稍微樂觀情緒影響，今天大體平盤作收。蘋果公司（Apple）今天推出3款新型iPhone手機後，股價收盤上揚1.2%。 
道瓊工業指數小漲73.92點或0.28%，以26909.43點作收；標準普爾指數微漲0.96點或0.03%，收在2979.39點；科技股那斯達克指數微跌3.28點或0.04%，收8084.16點。 
蘋果發表會台灣時間今天凌晨1時發表3款iPhone新機，包括iPhone 11、iPhone 11 Pro與iPhone 11 ProMax等。不過iPhone新機頻遭外界唱衰，市場大多預期銷售將較去年衰退，更有美系外資在新機發表前調降大立光評等，由原先的「買進」一口氣降至「劣於大盤表現」，大降目標價和明後年的獲利預估。 
蘋概三雄鴻海10日小跌0.8%，台積電下跌1.32%，大立光則大跌5.39%；可成表現最好收在平盤。 
法人表示，台股先前漲多站上10800點高點後，在中秋節3天連假前拉回，所幸外資在9月至今共6個交易日，買超達5個交易日，大盤指數仍在10700點之上，短線上以季線10680點為支撐，可以觀察中秋連假後的發展，指數仍有機會拉回後重新挑戰高點。 
法人指出，前波帶動大盤上漲的主流股5G族群、散熱模組、印刷電路板、功率半導體等下跌，盤面上欠缺強勢股接棒，蘋果新機又遭市場唱衰，投資人信心不足，多頭必須重整步伐才能重回健康輪漲局面。",2019,9,11,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
58,iPhone新機發表前外資唱衰 蘋概股軟腳,2019-09-10,iPhone新機亮相倒數，觀察台灣相關蘋果供應鏈近期卻大多「按兵不動」，今天更在外資接連唱衰衝擊下，成為盤面弱勢族群，早...,"iPhone新機亮相倒數，觀察台灣相關蘋果供應鏈近期卻大多「按兵不動」，今天更在外資接連唱衰衝擊下，成為盤面弱勢族群，早盤蘋概三王弱勢走低，遭外資降評的大立光跌幅逾4%。圖擷自bgr.com/ 分享   facebook      
iPhone新機亮相倒數，觀察台灣相關蘋果供應鏈近期卻大多「按兵不動」，今天更在外資接連唱衰衝擊下，成為盤面弱勢族群，早盤蘋概三王弱勢走低，遭外資降評的大立光跌幅逾4%。 
蘋果發表會將於台灣時間9月11日凌晨1時開始，眾所矚目的iPhone新機頻被外界唱衰，市場大多預期銷售將較去年衰退，更有美系外資在新機發表前調降大立光評等，由原先的「買進」一口氣降至「劣於大盤表現」，目標價更由4800元降至3600元；同時調降明後年獲利預估，每股盈餘降幅分別為8%及12%。 
股王大立光今天率先中槍，早盤開低走低，截至9時45分止，股價最低來到3800元，一度跌破所有均線之下，弱勢表現拖累同為鏡頭廠的玉晶光，僅管玉晶光8月營收衝上歷史新高峰，股價卻不漲反跌，跌幅同樣超過3%，一度來到432.5元低點。 
跌幅超過3%的蘋概股還有臻鼎、台郡、嘉聯益，穩懋跌幅也超過2%，台積電、鴻海跌幅則在1%之內，今天蘋概股僅少數零星小亮點逆勢紅盤，包括可成、康控、台達電等。 
來自分析師的報告透露，蘋果將會發表3款iPhone新機，類似去年的iPhone XS Max、XS和XR產品線。2個高階OLED款螢幕尺寸分別是5.8吋和6.1吋，外型應與目前的機型差不多。 
其中一大賣點是照相功能，據傳高階款配備第3鏡頭以改善低光源拍照效果及幫助矯正錯誤。低階款會有更多色彩選擇。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
59,觀望氣氛濃 台指期回落修正,2019-09-10,美股四大指數收盤漲跌互見，陸股、台股走弱，台指期近月今（10）日盤中出現震盪回落走勢，無力延續近期的買氣。期貨商認為，台指期連日走高後短線買盤恐逢高出場，加上貿易戰等風險尚存，布局須做好避險準備。,"美股四大指數收盤漲跌互見，陸股、台股走弱，台指期近月今（10）日盤中出現震盪回落走勢，無力延續近期的買氣。期貨商認為，台指期連日走高後短線買盤恐逢高出場，加上貿易戰等風險尚存，布局須做好避險準備。 
台指期終場收在10,743點，下跌50點，成交量76,145口，與現貨呈逆價差10.58點。 
市場觀望氣氛濃厚，由於連續假期將至，儘管近期美中貿易戰和緩的利多已經逐漸消化，市場逐漸關注10月初兩國協商是否可能有利多，加上近兩周歐洲央行和聯準會都將公布利率決議，整體市場不確定性依然偏高，也造成市場追價態度保守謹慎，而今日為上市櫃公司營收公布最後一天，除營收外，短線上聚焦在蘋果新機發表會。 
在個股方面，今日盤中由蘋概三王台積電、鴻海和大立光領跌，由於周三凌晨蘋果新品發表會在即，令買盤傾向觀望，其餘包含嘉聯益、欣興、臻鼎-KY等也紛紛呈現弱勢。 
今日撐盤要角在金融期方面，金融雙雄富邦金、國泰金股期價紛紛走揚，其中富邦金受到投資績效表現佳，帶動富邦金8月獲利年增59%。另外，玉山金、新光金、兆豐金等亦有不錯表現。 
另一方面，從選擇權觀察，9月選擇權最大買權未平倉10,800點，賣權則在10,000點。而外資期權合計為淨多單61,059口，較前一日增加726口。由期現貨籌碼觀察，外資在現貨出現連續買超四天的動作，而期權淨多單加碼操作，法人認為，在美中貿易紛爭和緩之下，指數可望於整理過後持續上攻，短線預期將為震盪走升格局。 
台指期三大法人留倉部位 分享   facebook",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
60,台股開低震盪收跌47.56點 三大法人買超10.87億,2019-09-10,台股今（10）日開低走低，電子股熄火，蘋果新機亮相前，蘋概股走勢觀望，光學雙雄大立光、亞光領跌，台積電、鴻海齊收黑，盤...,"台股今（10）日開低走低，電子股熄火，蘋果新機亮相前，蘋概股走勢觀望，光學雙雄大立光、亞光領跌，台積電、鴻海齊收黑，盤中一度下探至10,732.78點，僅靠金融股及部分傳產股力撐，終場以10,753.58點作收，下跌47.56點，成交量1,197.79億元，守住5日線；三大法人買超10.87億元。 
統計三大法人買賣超情況，外資及陸資（不含外資自營商）買超22.72億元，投信賣超6.31億元，自營商賣超（合計）5.53億元，其中自營商（自行買賣）賣超4.96億元，自營商（避險）賣超0.57億元。 
台股今日以10,791.95點小跌開出後，一度翻紅拉升到10,810.03點，企圖守住10,800點關卡，但在追價力道不足下，電子股明顯轉弱，台積電等股下跌，一度失守5日線，終場則是以10,753.58點作收，跌幅0.44%。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
61,"電子族群熄火 台股跌47點收10,753點守穩5日均線",2019-09-10,"美股昨日漲跌互見，亞股今（10）日也各自表現，其中台股以小跌開出後，指數一度翻紅回守10,800點，惟多頭追價動能不足...","電子股今日有資金流出現象，台股表現轉弱。本報資料照片 分享   facebook      
美股昨日漲跌互見，亞股今（10）日也各自表現，其中台股以小跌開出後，指數一度翻紅回守10,800點，惟多頭追價動能不足，加上電子族群明顯轉弱，由台股三王台積電（2330）等領跌，儘管金融、傳產族群表現較為強勢但仍難撐盤，使得指數再度翻黑，盤中並一度跌破5日均線，終場以10,753.58點，下跌47.56點、跌幅0.44%，成交量1,197.79億元。 
美股表現平淡，由於市場關注本周ECB及下周FOMC利率會議，且等待美中貿易局勢發展，整體股市於平盤附近狹幅震盪。不過受惠避險情緒降溫，10年期美債殖利率回升至1.6%，激勵金融股表現強勢，加上能源股大漲，帶動道瓊指數連四日收紅，惟四大指數收盤仍漲跌互見。而觀察亞洲主要股市今日多各自表現，其中日、韓股開高持穩，陸、港股開高翻黑，台股則開低震盪走低。 
從台股三大類股今日表現觀察，電子股今日有資金流出現象，整體表現明顯轉弱，金融股則延續走強，傳產股也略有表現。 
以台灣50成分股來看，蘋概三王台積電、鴻海盤中走跌逾1%，大立光盤中走跌逾4%，領跌電子族群，包括聯發科、研華、光寶科、國巨盤中皆有逾1%的跌勢，友達則受惠祭出庫藏股，盤中走揚逾1.6%。 
金融族群包括玉山金強漲近2%，中信金、兆豐金也有逾1%的漲幅，富邦金、國泰金漲幅近1%，華南金、元大金、合庫金、彰銀皆呈現上漲格局;傳產族群部分，以豐泰走揚近3%表現最為強勢，其餘如台化、南亞、中鋼、正新皆呈現小漲格局。 
台新投顧副總黃文清指出，今日中小型股及先前漲多個股出現排擠效應，有獲利了結賣壓，強勢族群多集中在金融和傳產，後續類股輪動過程中不要再失控，資金若能再度回流到電子族群，大盤才有機會持續走強。",2019,9,10,0,1,1,1,1,2,1,3,2,1,1,1,1,1,1,4,1,5,3,1,1,2,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,2,1,1,1,2,1,1,2,1,1,1,1,6,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1
